gid_1,country,perc_used_internet_past12months_wght_age_15_to_49_wom,perc_used_internet_past12months_wght_age_15_to_49_fm_ratio,hdi_national,gdi_national,subnational_gdi,subnational_hdi_females,subnational_hdi_males,nl_mean_zscore,pop_density_zscore,fb_pntr_18p_female,fb_pntr_18p_male,fb_pntr_18p_fm_ratio
TZA.8_1,Tanzania,0.0349436697386299,0.154594715672899,0.507,0.927,0.91,0.469,0.515,-0.2686121255305338,-0.2572006582353913,0.0188117138765587,0.0506026811434576,NA
TZA.8_1,Tanzania,0.0591125086972799,0.336603801361842,0.532,0.94,0.906,0.465,0.513,-0.2676577395096071,-0.25152977649796304,0.0424323778165136,0.0918613642980361,NA
TZA.9_1,Tanzania,0.119288790133558,0.540941322618242,0.507,0.927,0.973,0.599,0.616,-0.26201100280718925,-0.18959472520448187,0.0243640292064403,0.0498903760661493,NA
TZA.9_1,Tanzania,0.20833324206129197,0.548874363181271,0.532,0.94,0.968,0.594,0.614,-0.2570452572595414,-0.1790424416152733,0.0567216077288498,0.0934221640828043,NA
TZA.19_1,Tanzania,0.0372056464779843,0.218703490446985,0.507,0.927,0.944,0.556,0.589,-0.2596647636499993,0.032346051327979,0.0073431614267646,0.0189341922517671,NA
TZA.19_1,Tanzania,0.157058895973516,0.606701791290784,0.532,0.94,0.94,0.552,0.587,-0.2382462790133654,0.05081223474564148,0.0177747900010541,0.0367615649426789,NA
TZA.29_1,Tanzania,0.0414478908936943,0.153590830252457,0.507,0.927,0.955,0.594,0.621,-0.2564033546401708,-0.18998094636629825,0.0153142392996839,0.0519889162845796,NA
TZA.29_1,Tanzania,0.308234424478049,1.00735187919765,0.532,0.94,0.949,0.588,0.62,-0.22467095429308537,-0.17762944352255475,0.0353576510766824,0.0967683771585718,NA
TZA.10_1,Tanzania,0.0409029400207349,0.290867089276067,0.507,0.927,0.952,0.47,0.494,-0.2689117792906952,-0.28992076197230404,0.0031646530471886,0.0117172654519847,NA
TZA.10_1,Tanzania,0.0622646468264077,0.828786676973386,0.532,0.94,0.947,0.466,0.492,-0.2683200741207283,-0.28935204689284805,0.0076712638015826,0.0229219665668401,NA
TZA.11_1,Tanzania,0.0333642889523494,0.322253536165507,0.507,0.927,0.962,0.529,0.55,-0.2686204400060807,-0.27266179128321966,0.0100452843493187,0.0208788776479998,NA
TZA.11_1,Tanzania,0.0389467691313038,0.267946354033726,0.532,0.94,0.956,0.524,0.548,-0.26747249595382744,-0.2676083534619569,0.0217712058287702,0.0364977622812123,NA
TZA.12_1,Tanzania,0.03814555116254359,1.551283413758,0.507,0.927,0.91,0.488,0.536,-0.2663126260054011,-0.24914996497202693,0.0080808610921163,0.0268173984391953,NA
TZA.12_1,Tanzania,0.0439544123544027,0.176231993117455,0.532,0.94,0.905,0.484,0.534,-0.2644441329914249,-0.2422379003546827,0.0181600861556765,0.048458191620051,NA
TZA.13_1,Tanzania,0.0650565086523854,0.326689407759246,0.507,0.927,0.936,0.495,0.529,-0.2668285476967474,-0.25991601873808384,0.0612699397178395,0.114615731659392,NA
TZA.13_1,Tanzania,0.16663026878848497,0.89975081897698606,0.532,0.94,0.931,0.491,0.527,-0.26211985195833337,-0.2543807137806114,0.135718936106076,0.204749190164654,NA
TZA.30_1,Tanzania,0.218487932898404,0.42949426620893,0.507,0.927,0.957,0.669,0.698,-0.01272554864265414,1.9922189139340112,0.0210442109331514,0.0745600714899675,NA
TZA.30_1,Tanzania,0.408448386374176,0.927278864811499,0.532,0.94,0.95,0.662,0.697,0.4287706973324325,2.528622289989937,0.0436285804503215,0.124161470518816,NA
TZA.14_1,Tanzania,0.07346480845434052,0.922073062508952,0.507,0.927,0.947,0.504,0.532,-0.26762888316195116,-0.2723518895565461,0.0406836634663643,0.0797557520856642,NA
TZA.14_1,Tanzania,0.0844907615960894,0.456900904567559,0.532,0.94,0.941,0.499,0.53,-0.26515256233980466,-0.2686108370671966,0.0917700203203806,0.14459618224767,NA
TZA.15_1,Tanzania,0.0343823474242472,0.256448923162575,0.507,0.927,0.931,0.464,0.499,-0.2652167648529384,-0.2388879437580515,0.0045270376482653,0.0143110130673846,NA
TZA.15_1,Tanzania,0.05919895338989629,0.738704213967697,0.532,0.94,0.926,0.46,0.497,-0.2622589303519819,-0.23491392035128136,0.0108855583501929,0.0276816909377628,NA
TZA.16_1,Tanzania,0.05250283207388309,0.551461591068184,0.507,0.927,0.917,0.474,0.517,-0.2640930995316282,-0.1977727694733045,0.0538284456486224,0.114992572885292,NA
TZA.16_1,Tanzania,0.16128554038364398,0.475904452934218,0.532,0.94,0.912,0.47,0.515,-0.25555167954045144,-0.18353648148994664,0.119221327986067,0.20499909374901,NA
TZA.17_1,Tanzania,0.0270728269085077,0.170835086959814,0.507,0.927,0.952,0.535,0.562,-0.26828861322328607,-0.27254953539375104,0.0231157991315877,0.0530940718530122,NA
TZA.17_1,Tanzania,0.168298001913557,0.959875401369652,0.532,0.94,0.947,0.53,0.56,-0.26546677080934233,-0.2713987666747325,0.0563729328035084,0.104346102484779,NA
TZA.20_1,Tanzania,0.0544953796204484,0.419323949414723,0.507,0.927,0.912,0.474,0.519,-0.26591024813156144,-0.2704731794231356,0.0089357726344096,0.0261514541861329,NA
TZA.20_1,Tanzania,0.117209304250814,0.321313968300629,0.532,0.94,0.908,0.47,0.518,-0.253184493958301,-0.26652748470756915,0.0203345966347369,0.047729767718999,NA
TZA.21_1,Tanzania,0.0267893509114058,0.299080835107014,0.507,0.927,0.913,0.435,0.477,-0.2687295346200942,-0.2676816102292182,0.0084406262252582,0.0223585386025529,NA
TZA.21_1,Tanzania,0.0372184295693377,0.478518459230367,0.532,0.94,0.907,0.431,0.475,-0.26770522411391334,-0.2617104967763091,0.0182374768032716,0.0388888427884271,NA
TZA.22_1,Tanzania,0.0257000528560928,0.120614514443313,0.507,0.927,0.954,0.514,0.539,-0.268777162171285,-0.28157998839676895,0.0179124413509315,0.0365325481907303,NA
TZA.22_1,Tanzania,0.0532220650139778,0.384593381538175,0.532,0.94,0.948,0.509,0.537,-0.2678758739193815,-0.2792309168599062,0.0405729727505114,0.0667433927139906,NA
TZA.23_1,Tanzania,0.0599211913000965,0.352449822420145,0.507,0.927,0.918,0.46,0.501,-0.26178100648838354,-0.21601678222374637,0.0218679404471262,0.04958474600152,NA
TZA.23_1,Tanzania,0.0584948920711067,0.421058662685419,0.532,0.94,0.913,0.456,0.499,-0.2564302214364078,-0.2064579740307284,0.0502340429477536,0.091743801989558,NA
TZA.24_1,Tanzania,0.0105690766611278,0.940650659214859,0.507,0.927,0.918,0.46,0.501,-0.2687920038717709,-0.241611647154755,0.0032563178372615,0.0098938349275977,NA
TZA.24_1,Tanzania,0.04969271443536779,0.323333128143001,0.532,0.94,0.913,0.456,0.499,-0.267226179987627,-0.2306382881261636,0.0069611872680121,0.0170512341533645,NA
TZA.25_1,Tanzania,0.024536625436204,0.156710275366545,0.507,0.927,0.952,0.506,0.531,-0.2683930109762561,-0.27552810857429505,0.0170623129418798,0.0405060939236791,NA
TZA.25_1,Tanzania,0.102209939920351,0.92664060255707,0.532,0.94,0.947,0.501,0.529,-0.26689217042395014,-0.2722212515791085,0.0383852424598428,0.0736859315603406,NA
TZA.26_1,Tanzania,0.0233589787042051,0.314806800856285,0.507,0.927,0.938,0.442,0.471,-0.2685412666476811,-0.2730002898881492,0.0106622329730357,0.0254352877207014,NA
TZA.26_1,Tanzania,0.0293761438704595,0.243365110302299,0.532,0.94,0.932,0.437,0.469,-0.26746396869177175,-0.2682891684099304,0.0233241846969205,0.0446940961107812,NA
TZA.27_1,Tanzania,0.0931240616859608,0.542552661125734,0.507,0.927,0.951,0.526,0.553,-0.2658616206349683,-0.23463033291500696,0.0047629947314451,0.013628219285609,NA
TZA.27_1,Tanzania,0.0752874413527389,0.233685637514449,0.532,0.94,0.946,0.521,0.551,-0.2626560837147119,-0.2261166965126178,0.0108556831802187,0.0249229415052382,NA
UGA.1_1,Uganda,0.0708472994814104,0.536993919114087,0.531,0.91,0.861,0.442,0.513,-0.26857225383543726,-0.2355060024291557,0.240217291221499,0.365368469144973,0.682933147581744
UGA.2_1,Uganda,0.012548182804014,0.144114968901591,0.531,0.91,0.87,0.434,0.499,-0.2688407703648229,-0.16106865598988837,0.002363056592799,0.0045504454735641,0.5442119025628
UGA.3_1,Uganda,0.019583767256579,0.121194371854313,0.531,0.91,0.861,0.442,0.513,-0.26557773894930964,-0.10838801207572052,0.0460538891629865,0.100383219453821,0.523961496658874
UGA.4_1,Uganda,0.0527217888628624,0.300439781314235,0.531,0.91,0.918,0.497,0.541,-0.2669134652667009,0.03796877390858908,0.0073245754314315,0.0158882774986957,0.479240456423799
UGA.5_1,Uganda,0.0378051034043803,0.137093381675126,0.531,0.91,0.924,0.47,0.508,-0.26668915151330025,-0.1762571394543777,0.0145490864344122,0.0287136700770187,0.523758736584546
UGA.6_1,Uganda,0.0370288410437084,0.321012629101208,0.531,0.91,0.929,0.492,0.529,-0.265136148467442,-0.11982267395325975,0.0058885583882757,0.012638636108702,0.492162215119686
UGA.7_1,Uganda,0.0366278950551204,0.400966200344909,0.531,0.91,0.918,0.497,0.541,-0.2574149507744765,0.09959277696951747,0.0336464851291278,0.0717098391731518,0.474761370742501
UGA.8_1,Uganda,0.0329416283508428,0.11672476956104,0.531,0.91,0.87,0.434,0.499,-0.267679065370515,-0.24064658968415367,0.142134020580758,0.231815988189547,0.614931798757156
UGA.9_1,Uganda,0.0571800829915741,0.18706800461909,0.531,0.91,0.924,0.47,0.508,-0.2602775505591987,-0.15512531108162403,0.052712351797997103,0.0804487122046314,0.606489577228713
UGA.10_1,Uganda,0.0427774218468215,0.553807519751213,0.531,0.91,0.918,0.497,0.541,-0.2627089246085249,0.06389850526847532,0.0652701754854212,0.102631993643169,0.702378434947776
UGA.11_1,Uganda,0.14093012297687302,0.435151260311359,0.531,0.91,0.918,0.497,0.541,-0.19522496122397195,0.29471663458478575,0.0777189198016665,0.148774262869103,0.498953532258591
UGA.12_1,Uganda,0.0587036337972024,0.298645428129365,0.531,0.91,0.929,0.492,0.529,-0.2635729289380016,-0.02785039238874367,0.0195575236887599,0.0417968678197706,0.526951154517107
UGA.13_1,Uganda,0.0775403978573832,0.388070399949898,0.531,0.91,0.924,0.47,0.508,-0.26260114685184005,-0.06801828728531807,0.0358971910202623,0.058776589583222,0.589813141290825
UGA.14_1,Uganda,0,0,0.531,0.91,0.909,0.494,0.544,-0.2692244560436412,-0.17711816617596782,0.0083765493546509,0.0107580471712088,0.845594798125463
UGA.15_1,Uganda,0.0832792024158518,0.38131555494782,0.531,0.91,0.95,0.561,0.59,-0.2686404527650029,-0.2198772297861824,0.0417755450329908,0.0249152924710108,0.894852896882452
UGA.16_1,Uganda,0.35231354437949597,0.573270909602792,0.531,0.91,0.943,0.608,0.645,1.960543864556107,7.038666638588894,1,1,0.728620659124276
UGA.17_1,Uganda,0.03408333804571289,0.287154931462162,0.531,0.91,0.918,0.497,0.541,-0.26666280539292125,-0.07977119771528525,0.005970909442202,0.0119773498337263,0.520298337007257
UGA.18_1,Uganda,0.0171452538008935,0.130617524906647,0.531,0.91,0.924,0.47,0.508,-0.2680305107475369,-0.13948569937497382,0.0053199901234871,0.0086946702888962,0.644155267109853
UGA.19_1,Uganda,0.0477415765209551,0.411460876186013,0.531,0.91,0.929,0.492,0.529,-0.2674037940521633,-0.12931986375291246,0.00847475867502,0.0110427200692532,0.808682408984222
UGA.20_1,Uganda,0.0413798492366115,0.217716497581987,0.531,0.91,0.909,0.494,0.544,-0.2677170150128239,-0.14744186165492543,0.0342951282672362,0.058863940548341,0.544106326610117
UGA.21_1,Uganda,0.0359902431719134,0.158976494511388,0.531,0.91,0.924,0.47,0.508,-0.2616208802267449,-0.11572410485299524,0.0152277098119476,0.0305977984991215,0.505898551717217
UGA.22_1,Uganda,0.00980983099864292,0.0973556075242373,0.531,0.91,0.909,0.494,0.544,-0.2690601283092157,-0.2220686346999058,0.0044965457656527,0.0061557527020279,0.828760687470773
UGA.23_1,Uganda,0,0,0.531,0.91,0.945,0.514,0.545,-0.261389216340598,-0.1095737318384753,0.0196891770293058,0.03189113420846,0.65632149360391
UGA.24_1,Uganda,0.0160034768661088,0.192251717148897,0.531,0.91,0.924,0.47,0.508,-0.2651309354662146,-0.12365589508029962,0.0073894202769201,0.015997514516796,0.453641546435415
UGA.25_1,Uganda,0.0245805787929472,0.182482515593948,0.531,0.91,0.945,0.514,0.545,-0.2666717308188683,-0.2186085008601048,0.0148624264620682,0.0229318327681578,0.569099107480881
UGA.26_1,Uganda,0.0303518127457733,0.369753151197195,0.531,0.91,0.929,0.492,0.529,-0.26489966096523526,0.05205509503828914,0.0117714761112882,0.0278142490228969,0.498438890253194
UGA.27_1,Uganda,0.0408184851141415,0.149690122381857,0.531,0.91,0.87,0.434,0.499,-0.2689708806581729,-0.27015460491890386,0.0200181923260784,0.0344992151132644,0.574132732565224
UGA.28_1,Uganda,0.00798686160070964,0.062012794587458,0.531,0.91,0.87,0.434,0.499,-0.26922031413205627,-0.2710729072136117,0.0040674532724833,0.0041746730034774,0.967169799955511
UGA.29_1,Uganda,0.0189410824990611,0.160695871994279,0.531,0.91,0.909,0.494,0.544,-0.2679729819177162,-0.11215708923491824,0.0038540074036112,0.0067786342493444,0.631422060128241
UGA.30_1,Uganda,0.022107860862863,0.293153962041873,0.531,0.91,0.924,0.47,0.508,-0.2672820444689718,-0.1379249803757293,0.0092652573695286,0.016137269568826,0.561628121726159
UGA.33_1,Uganda,0.02794804456065859,0.2078847242362,0.531,0.91,0.87,0.434,0.499,-0.2670367519068743,-0.168470943242851,0.0297712044438056,0.0633497256315754,0.478610382756656
UGA.34_1,Uganda,0.0785053949066493,0.924177142836373,0.531,0.91,0.945,0.514,0.545,-0.2615535743372349,-0.19787586785061648,0.0422989554943959,0.0667135604891659,0.635817930391114
UGA.35_1,Uganda,0.173500267243065,0.553171428077585,0.531,0.91,0.95,0.561,0.59,-0.24878122503946384,-0.07918598586353386,0.0718817621683072,0.110194822574417,0.677412797143676
UGA.36_1,Uganda,0.0213899383009456,0.122927328116118,0.531,0.91,0.924,0.47,0.508,-0.2659211122898713,-0.2307533268393693,0.0225707715603407,0.0406200515116391,0.521874841291123
UGA.37_1,Uganda,0.0626936808441127,0.260205127868944,0.531,0.91,0.918,0.497,0.541,-0.26224407128913135,0.07278947859051217,0.0081973542544471,0.0205201846999732,0.411008302333
UGA.38_1,Uganda,0.073170093587304,0.396049294842309,0.531,0.91,0.909,0.494,0.544,-0.2520688656560975,0.40568169218065087,0.0362220471043326,0.0667126918869998,0.519891420862813
UGA.39_1,Uganda,0.0654559099108121,0.317654815725113,0.531,0.91,0.929,0.492,0.529,-0.26163698079621217,-0.16100218259111487,0.0336098926865038,0.0550212860407767,0.593108927078749
UGA.40_1,Uganda,0.00774278696748675,0.077692104386304,0.531,0.91,0.87,0.434,0.499,-0.2687170658574004,-0.27423077437644794,0.0072525489204397,0.0101322295716186,0.741045921992748
UGA.41_1,Uganda,0.015321592841844,0.0669284126257675,0.531,0.91,0.861,0.442,0.513,-0.2687073940936251,-0.24063943682547265,0.0512701584135004,0.0875904703210933,0.574483571708684
UGA.42_1,Uganda,0.08808887213984651,0.368755989577847,0.531,0.91,0.95,0.561,0.59,-0.25599534921426137,-0.1625004201026719,0.0346535415445538,0.0533704510618413,0.643740878086471
UGA.43_1,Uganda,0.0452548582118812,0.295703639763599,0.531,0.91,0.945,0.514,0.545,-0.25948506278529343,-0.15047138423872422,0.0155295326951628,0.0258584788914312,0.58184049498145
UGA.44_1,Uganda,0.148461158586593,0.387419962864356,0.531,0.91,0.945,0.514,0.545,-0.2050681812768531,-0.00910002952753088,0.0352140725707392,0.0589124677296994,0.561239754456674
UGA.45_1,Uganda,0.03357699518145349,0.326371357451907,0.531,0.91,0.87,0.434,0.499,-0.26922707237307253,-0.2563615204572973,0.0070937562274991,0.0072410441662667,0.946509628841453
UGA.46_1,Uganda,0.0343352179867474,0.162896575182905,0.531,0.91,0.945,0.514,0.545,-0.2676442079848657,-0.25432167937962985,0.0280512407509322,0.0615909628356811,0.431540440191162
UGA.47_1,Uganda,0.0190281362822681,0.226159839061445,0.531,0.91,0.861,0.442,0.513,-0.26787000787865073,-0.10269199782273684,0.0049194690638288,0.0173064792895403,0.322399643875292
UGA.48_1,Uganda,0.0180234724481202,0.124565615071198,0.531,0.91,0.929,0.492,0.529,-0.2646592203061962,-0.08534837094042531,0.0101335263804605,0.0190005722241925,0.561015626971637
UGA.49_1,Uganda,0.03086136551220629,0.216277725796316,0.531,0.91,0.87,0.434,0.499,-0.2688458473689887,-0.24813815718194243,0.0061974282802448,0.0101822428249561,0.617371574254645
UGA.50_1,Uganda,0.0223601512289108,0.28914555841059,0.531,0.91,0.909,0.494,0.544,-0.2667598777886542,0.0660290222252645,0.0041729365352442,0.0089077102557648,0.492857297874714
UGA.51_1,Uganda,0.0357953050171574,0.209575505802643,0.531,0.91,0.95,0.561,0.59,-0.26291931081920306,-0.17114627388948953,0.0123835329367545,0.0195597481011719,0.64002425492525306
UGA.52_1,Uganda,0.111731892850367,0.390586505849873,0.531,0.91,0.929,0.492,0.529,-0.26576375425244564,-0.1156862728555992,0.0094599843126739,0.0157750291577553,0.650212990473912
UGA.54_1,Uganda,0.0215681185270846,0.251692331012111,0.531,0.91,0.909,0.494,0.544,-0.268420196927871,0.05132570940724439,0.104744106497647,0.134779727188517,0.742820471567873
UGA.55_1,Uganda,0.104423933853596,0.3482291271236,0.531,0.91,0.909,0.494,0.544,-0.2664958330923606,-0.14228246232601194,0.0793326402290567,0.153198083200307,0.566052960229705
UGA.56_1,Uganda,0.0415287695496502,0.370081180548967,0.531,0.91,0.924,0.47,0.508,-0.25683040950638625,0.07909244900556969,0.0150506788971168,0.0283853981940389,0.538762999667635
UGA.57_1,Uganda,0.334473753787451,0.567606932559867,0.531,0.91,0.95,0.561,0.59,0.04358598276987443,0.714725117569114,0.045194600722128,0.0638092250715439,0.700430165841657
UGA.58_1,Uganda,0,0,0.531,0.91,0.861,0.442,0.513,-0.26804890373439144,-0.1028364049825378,0.0947075059190896,0.154835720912332,0.656541722801513
ZAF.1_1,South Africa,0.40513385955145,1.07887024373511,0.725,0.984,0.978,0.672,0.686,-0.23988677823295773,-0.26704988887672804,0.310093741436869,0.331321789284916,1.09611687852802
ZAF.2_1,South Africa,0.45271946893953297,0.821910289644111,0.725,0.984,0.976,0.707,0.724,-0.23265473297647624,-0.28293321274795313,0.383850355601999,0.380747455074044,1.05560931207664
ZAF.3_1,South Africa,0.571277012641072,0.937564341901052,0.725,0.984,0.988,0.734,0.743,0.964062928947519,0.3836068421927242,0.448011583081354,0.433866754464727,0.955854638975691
ZAF.4_1,South Africa,0.415483045798884,1.01871992599687,0.725,0.984,0.974,0.705,0.724,-0.1592588750510441,-0.2024389707116582,0.316581507702867,0.355898254032934,1.00119897389583
ZAF.5_1,South Africa,0.352407834120554,0.656200330973172,0.725,0.984,0.979,0.712,0.728,-0.20191296595178507,-0.2625812222300276,0.306477456447643,0.398117861662198,0.925646496400981
ZAF.6_1,South Africa,0.391428180451061,0.82867668109877,0.725,0.984,0.958,0.668,0.696,-0.14714349344287753,-0.25048077768525895,0.374920021514548,0.407323821807783,0.93643991588928
ZAF.7_1,South Africa,0.413864328470874,0.827546878772464,0.725,0.984,0.982,0.674,0.686,-0.20342424860087271,-0.269456544253787,0.311066991962277,0.300755383708508,0.942103801694636
ZAF.8_1,South Africa,0.409157510420067,0.813906161357537,0.725,0.984,0.988,0.701,0.709,-0.262685224395475,-0.29858051035677247,0.363511415241761,0.378162722686674,0.959239832123275
ZAF.9_1,South Africa,0.6261804639979129,1.01437609547774,0.725,0.984,0.991,0.75,0.757,-0.1985440772717128,-0.25642067418809544,0.493899171503916,0.454862119597371,1.08340825981039
ZMB.1_1,Zambia,0.105159444282473,0.367261033296242,0.571,0.94,1.006,0.57,0.567,-0.26491130428404597,-0.2868919844439259,0.0766545945232161,0.10312000015837,0.715963298076048
ZMB.2_1,Zambia,0.206505592942926,0.582059669742688,0.571,0.94,1.009,0.642,0.636,-0.22632536213237353,-0.23456652474581985,0.286713177850936,0.333489207578554,0.797425740135464
ZMB.3_1,Zambia,0.0444985301742312,0.40598603291766,0.571,0.94,1,0.515,0.515,-0.2657327727708599,-0.2671987766477385,0.0362544472159744,0.058792596914629,0.653533834567074
ZMB.4_1,Zambia,0.0601657340682799,0.580373724728377,0.571,0.94,0.956,0.485,0.507,-0.2671453544734233,-0.27593249350014726,0.0315458996722145,0.0464751415062373,0.69021955028644
ZMB.5_1,Zambia,0.220906122461102,0.441566071875902,0.571,0.94,1.005,0.645,0.642,-0.19033985196026104,-0.1939291154971148,0.476970778150065,0.528993072368219,0.810162718086252
ZMB.6_1,Zambia,0.055029463848363,0.825666419848856,0.571,0.94,0.957,0.514,0.538,-0.26794020157809895,-0.2921148959597883,9.3892937886447e-4,0.0010296576010457,0.952283231259187
ZMB.7_1,Zambia,0.118002582513737,0.491779869126301,0.571,0.94,0.982,0.588,0.599,-0.2653768423438897,-0.2947054403840862,0.0801754252757578,0.120708688478487,0.689667670493297
ZMB.8_1,Zambia,0.0362098323178819,0.297271333216334,0.571,0.94,0.957,0.514,0.538,-0.26772782142664,-0.28535004255557844,0.0497415501801676,0.0774717169289202,0.645074121276012
ZMB.9_1,Zambia,0.0703339068113979,0.310135392793258,0.571,0.94,0.999,0.569,0.569,-0.26302983846232236,-0.27787470989049723,0.0728626544302364,0.100637414739888,0.748838519340838
ZMB.10_1,Zambia,0.0708773837126514,0.507641615650823,0.571,0.94,0.983,0.52,0.529,-0.26850229233323136,-0.29447245987697745,0.0278148202958356,0.0446411453081419,0.723699493882259
ZWE.1_1,Zimbabwe,0.545583621695219,0.707823218706072,0.544,0.925,0.962,0.682,0.708,0.13279689329330166,0.6980213651526679,0.139664352673483,0.188528805286925,0.700623941168851
ZWE.2_1,Zimbabwe,0.479029527453418,0.652120700959352,0.544,0.925,0.948,0.651,0.686,0.6570781676099645,1.6757865943206858,0.139555789536925,0.192015456130639,0.593680203671349
ZWE.3_1,Zimbabwe,0.102974000936393,0.437002905079676,0.544,0.925,0.917,0.516,0.563,-0.26390869600216715,-0.2578573105188338,0.0164889836220024,0.0321247496864363,0.573399542982653
ZWE.4_1,Zimbabwe,0.0956834413062598,0.528889556048636,0.544,0.925,0.927,0.516,0.556,-0.26622140901838914,-0.26492582347177535,0.007190788477716,0.0151261834204274,0.462380573900953
ZWE.5_1,Zimbabwe,0.205760089414371,0.687529765276721,0.544,0.925,0.936,0.536,0.572,-0.26381233214697974,-0.26174643320536706,0.0097625423854518,0.0194751852332958,0.51885556488931
ZWE.6_1,Zimbabwe,0.201918106089912,0.6850822127565,0.544,0.925,0.929,0.542,0.583,-0.2642734266119594,-0.27804669101817253,0.0168501140109908,0.0326009722437384,0.468657289257944
ZWE.7_1,Zimbabwe,0.143184252636015,0.522168583332573,0.544,0.925,0.956,0.569,0.595,-0.2675649009947828,-0.2780925174222971,0.0110021677332875,0.0222363124249719,0.58198253895022
ZWE.8_1,Zimbabwe,0.15395964939754,0.69238473069165,0.544,0.925,0.962,0.539,0.56,-0.26761119998368,-0.2926772236827884,0.0104569796224543,0.0209058146973439,0.531849423789994
ZWE.9_1,Zimbabwe,0.228466377623022,0.745133027887405,0.544,0.925,0.968,0.549,0.567,-0.2673002306681121,-0.29064883083944354,0.0137274627524998,0.0275847346483934,0.596054593530852
ZWE.10_1,Zimbabwe,0.19400522662043,0.568978046020349,0.544,0.925,0.945,0.565,0.598,-0.26441730521173773,-0.2726436120249447,0.0220502397249864,0.0401016890757107,0.578816407749478
